real,imaginary
-1.392405063291139,-0.006329113924051
-1.392405063291139,0.000000000000000
-1.392405063291139,0.006329113924051
-1.381329113924051,-0.012658227848101
-1.381329113924051,-0.006329113924051
-1.381329113924051,0.000000000000000
-1.381329113924051,0.006329113924051
-1.381329113924051,0.012658227848101
-1.370253164556962,-0.006329113924051
-1.370253164556962,0.000000000000000
-1.370253164556962,0.006329113924051
-1.359177215189873,-0.025316455696203
-1.359177215189873,-0.018987341772152
-1.359177215189873,-0.012658227848101
-1.359177215189873,-0.006329113924051
-1.359177215189873,0.000000000000000
-1.359177215189873,0.006329113924051
-1.359177215189873,0.012658227848101
-1.359177215189873,0.018987341772152
-1.359177215189873,0.025316455696202
-1.348101265822785,-0.056962025316456
-1.348101265822785,-0.050632911392405
-1.348101265822785,-0.044303797468354
-1.348101265822785,-0.037974683544304
-1.348101265822785,-0.031645569620253
-1.348101265822785,-0.025316455696203
-1.348101265822785,-0.018987341772152
-1.348101265822785,-0.012658227848101
-1.348101265822785,-0.006329113924051
-1.348101265822785,0.000000000000000
-1.348101265822785,0.006329113924051
-1.348101265822785,0.012658227848101
-1.348101265822785,0.018987341772152
-1.348101265822785,0.025316455696202
-1.348101265822785,0.031645569620253
-1.348101265822785,0.037974683544304
-1.348101265822785,0.044303797468354
-1.348101265822785,0.050632911392405
-1.348101265822785,0.056962025316456
-1.337025316455696,-0.050632911392405
-1.337025316455696,-0.044303797468354
-1.337025316455696,-0.037974683544304
-1.337025316455696,-0.031645569620253
-1.337025316455696,-0.025316455696203
-1.337025316455696,-0.018987341772152
-1.337025316455696,-0.012658227848101
-1.337025316455696,-0.006329113924051
-1.337025316455696,0.000000000000000
-1.337025316455696,0.006329113924051
-1.337025316455696,0.012658227848101
-1.337025316455696,0.018987341772152
-1.337025316455696,0.025316455696202
-1.337025316455696,0.031645569620253
-1.337025316455696,0.037974683544304
-1.337025316455696,0.044303797468354
-1.337025316455696,0.050632911392405
-1.325949367088608,-0.056962025316456
-1.325949367088608,-0.050632911392405
-1.325949367088608,-0.044303797468354
-1.325949367088608,-0.037974683544304
-1.325949367088608,-0.031645569620253
-1.325949367088608,-0.025316455696203
-1.325949367088608,-0.018987341772152
-1.325949367088608,-0.012658227848101
-1.325949367088608,-0.006329113924051
-1.325949367088608,0.000000000000000
-1.325949367088608,0.006329113924051
-1.325949367088608,0.012658227848101
-1.325949367088608,0.018987341772152
-1.325949367088608,0.025316455696202
-1.325949367088608,0.031645569620253
-1.325949367088608,0.037974683544304
-1.325949367088608,0.044303797468354
-1.325949367088608,0.050632911392405
-1.325949367088608,0.056962025316456
-1.314873417721519,-0.063291139240506
-1.314873417721519,-0.056962025316456
-1.314873417721519,-0.050632911392405
-1.314873417721519,-0.044303797468354
-1.314873417721519,-0.037974683544304
-1.314873417721519,-0.031645569620253
-1.314873417721519,-0.025316455696203
-1.314873417721519,-0.018987341772152
-1.314873417721519,-0.012658227848101
-1.314873417721519,-0.006329113924051
-1.314873417721519,0.000000000000000
-1.314873417721519,0.006329113924051
-1.314873417721519,0.012658227848101
-1.314873417721519,0.018987341772152
-1.314873417721519,0.025316455696202
-1.314873417721519,0.031645569620253
-1.314873417721519,0.037974683544304
-1.314873417721519,0.044303797468354
-1.314873417721519,0.050632911392405
-1.314873417721519,0.056962025316456
-1.314873417721519,0.063291139240506
-1.303797468354430,-0.056962025316456
-1.303797468354430,-0.050632911392405
-1.303797468354430,-0.044303797468354
-1.303797468354430,-0.037974683544304
-1.303797468354430,-0.031645569620253
-1.303797468354430,-0.025316455696203
-1.303797468354430,-0.018987341772152
-1.303797468354430,-0.012658227848101
-1.303797468354430,-0.006329113924051
-1.303797468354430,0.000000000000000
-1.303797468354430,0.006329113924051
-1.303797468354430,0.012658227848101
-1.303797468354430,0.018987341772152
-1.303797468354430,0.025316455696202
-1.303797468354430,0.031645569620253
-1.303797468354430,0.037974683544304
-1.303797468354430,0.044303797468354
-1.303797468354430,0.050632911392405
-1.303797468354430,0.056962025316456
-1.292721518987342,-0.056962025316456
-1.292721518987342,-0.050632911392405
-1.292721518987342,-0.044303797468354
-1.292721518987342,-0.037974683544304
-1.292721518987342,-0.031645569620253
-1.292721518987342,-0.025316455696203
-1.292721518987342,-0.018987341772152
-1.292721518987342,-0.012658227848101
-1.292721518987342,-0.006329113924051
-1.292721518987342,0.000000000000000
-1.292721518987342,0.006329113924051
-1.292721518987342,0.012658227848101
-1.292721518987342,0.018987341772152
-1.292721518987342,0.025316455696202
-1.292721518987342,0.031645569620253
-1.292721518987342,0.037974683544304
-1.292721518987342,0.044303797468354
-1.292721518987342,0.050632911392405
-1.292721518987342,0.056962025316456
-1.281645569620253,-0.050632911392405
-1.281645569620253,-0.044303797468354
-1.281645569620253,-0.037974683544304
-1.281645569620253,-0.031645569620253
-1.281645569620253,-0.025316455696203
-1.281645569620253,-0.018987341772152
-1.281645569620253,-0.012658227848101
-1.281645569620253,-0.006329113924051
-1.281645569620253,0.000000000000000
-1.281645569620253,0.006329113924051
-1.281645569620253,0.012658227848101
-1.281645569620253,0.018987341772152
-1.281645569620253,0.025316455696202
-1.281645569620253,0.031645569620253
-1.281645569620253,0.037974683544304
-1.281645569620253,0.044303797468354
-1.281645569620253,0.050632911392405
-1.270569620253164,-0.044303797468354
-1.270569620253164,-0.037974683544304
-1.270569620253164,-0.031645569620253
